ubid-main;133-0511125-8978230;.amazon.com;/;Sun Jan 25 12:45:17 PST 1970;false
session-id-time;2148317104l;.amazon.com;/;Sun Jan 25 12:45:17 PST 1970;false
session-id;144-4138952-7817453;.amazon.com;/;Sun Jan 25 12:45:17 PST 1970;false
csm-hit;s-KAP12F5EGS8KX0BBKS10|1517597111634;www.amazon.com;/;Sun Jan 18 05:43:21 PST 1970;false
